UserId,txn_count,mean_amount,median_amount,std_amount,total_in,total_out,avg_balance,pct_weekend,avg_sr_ratio,pct_airtime,pct_depot,pct_paiement,pct_retrait,pct_transaction,pct_transfert,pct_out,avg_hour,std_hour,activity_class,age_range,gender,profession,education,income_range,geo_zone,household_size,primary_use,smartphone,demo_source,age_ordinal,education_ordinal,income_ordinal,gender_binary,smartphone_binary,prof_Retired,prof_Self-Employed,prof_Student,prof_Unemployed,geo_Suburban,geo_Urban,use_Business,use_Personal,target
anon_user011,5,6765.0,6500.0,3501.0534129030366,25325.0,8500.0,5724.31,0.0,0.6333333333333333,0.0,0.6,0.0,0.4,0.0,0.0,0.4,13.6,7.987490219086344,Low,18-24,Female,Self-Employed,Bachelor,100k-200k,Urban,4,Personal,Yes,simulated,1,3,3,0,1,False,True,False,False,False,True,False,True,1
anon_user012,108,1535.925925925926,102.0,3013.12967267728,157900.0,7980.0,18964.96481481481,0.3888888888888889,2.3390644670622964,0.7222222222222222,0.2777777777777778,0.0,0.0,0.0,0.0,0.7222222222222222,15.47222222222222,4.880742883039699,Medium,18-24,Male,Self-Employed,Secondary,50k-100k,Rural,3,Personal,Yes,simulated,1,2,2,1,1,False,True,False,False,False,False,False,True,2
anon_user013,171,14746.923976608186,5000.0,38443.67906875258,955924.0,1565800.0,16545.7018128655,0.2807017543859649,3.7867501223181623,0.1520467836257309,0.2573099415204678,0.0058479532163742,0.5847953216374269,0.0,0.0,0.7426900584795322,14.730994152046785,4.31933119209727,Medium,18-24,Male,Student,Secondary,>400k,Suburban,5,Both,Yes,simulated,1,2,5,1,1,False,False,True,False,True,False,False,False,2
anon_user014,6,3983.3333333333335,3000.0,2980.2125203862,0.0,23900.0,13006.846666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17.666666666666668,4.88535225614967,Low,18-24,Female,Employed,Master,200k-400k,Urban,2,Personal,Yes,simulated,1,4,4,0,1,False,False,False,False,False,True,False,True,1
anon_user015,10,15290.0,9750.0,13447.05254776013,53400.0,99500.0,5863.85,0.3,1.125,0.0,0.4,0.0,0.6,0.0,0.0,0.6,15.0,5.055250296034367,Low,35-44,Female,Student,Bachelor,50k-100k,Urban,2,Personal,No,simulated,3,3,2,0,0,False,False,True,False,False,True,False,True,1
anon_user016,174,6525.609195402299,850.0,15058.098593673552,609750.0,525706.0,41570.65417721519,0.264367816091954,7.028549514285342,0.5574712643678161,0.1206896551724138,0.0,0.3218390804597701,0.0,0.0,0.8793103448275862,13.833333333333334,4.706511702787728,Medium,25-34,Female,Self-Employed,Secondary,>400k,Rural,3,Personal,Yes,simulated,2,2,5,0,1,False,True,False,False,False,False,False,True,2
anon_user017,22,4395.454545454545,2100.0,5707.657952904966,30100.0,66600.0,2695.1163636363635,0.4090909090909091,1.1932539682539682,0.2727272727272727,0.4090909090909091,0.0,0.3181818181818182,0.0,0.0,0.5909090909090909,13.590909090909092,4.147966695337331,Low,18-24,Male,Self-Employed,Bachelor,<50k,Urban,8,Personal,Yes,simulated,1,3,1,1,1,False,True,False,False,False,True,False,True,1
anon_user018,226,3387.83185840708,1000.0,8809.74183947915,293950.0,471700.0,2597.0720560747664,0.2389380530973451,1.602524483527621,0.336283185840708,0.3716814159292035,0.0,0.2920353982300885,0.0,0.0,0.6283185840707964,14.309734513274336,4.3309319418295065,High,25-34,Female,Student,Bachelor,100k-200k,Urban,5,Personal,Yes,simulated,2,3,3,0,1,False,False,True,False,False,True,False,True,0
orig_user_001,15,1346.6666666666667,500.0,2577.4756938487226,16250.0,3950.0,2617.266666666667,0.4,1.9166666666666667,0.2666666666666666,0.0,0.3333333333333333,0.0666666666666666,0.0,0.3333333333333333,0.7333333333333333,12.133333333333333,6.401636695482834,Low,25-34,Female,Student,Master,<50k,Urban,1,Business,Yes,simulated,2,4,1,0,1,False,False,True,False,False,True,True,False,1
orig_user_002,43,881.3953488372093,500.0,1263.735169279185,19000.0,18900.0,868.2790697674419,0.2558139534883721,1.9476316319339573,0.4883720930232558,0.0,0.0,0.0,0.0,0.5116279069767442,0.6046511627906976,13.395348837209305,5.1136583441924985,Low,18-24,Female,Student,Bachelor,<50k,Suburban,4,Both,Yes,simulated,1,3,1,0,1,False,False,True,False,True,False,False,False,1
orig_user_003,205,7764.917073170732,500.0,24829.096835657598,819310.0,772498.0,19766.72549019608,0.1951219512195122,6.921702565488136,0.0878048780487804,0.0,0.2097560975609756,0.1658536585365853,0.2634146341463415,0.2731707317073171,0.8634146341463415,11.93658536585366,6.849279198428116,High,25-34,Male,Unemployed,Master,<50k,Suburban,6,Business,Yes,simulated,2,4,1,1,1,False,False,False,True,True,False,True,False,0
orig_user_004,497,7632.464788732394,500.0,39690.87589512033,1819404.0,1973931.0,13727.36252545825,0.2837022132796781,4.250208803948259,0.0,0.0,0.0845070422535211,0.289738430583501,0.3541247484909456,0.2716297786720322,0.8088531187122736,13.9215291750503,5.425436588242299,High,18-24,Male,Unemployed,Master,100k-200k,Urban,3,Both,No,simulated,1,4,3,1,0,False,False,False,True,False,True,False,False,0
orig_user_005,41,1202.2439024390244,299.0,2784.416014000852,16950.0,32342.0,766.5121951219512,0.3902439024390244,3.519744483159117,0.0,0.0,0.0,0.0975609756097561,0.6829268292682927,0.2195121951219512,0.8048780487804879,14.365853658536585,4.747399801791374,Low,45-54,Female,Self-Employed,Secondary,<50k,Rural,5,Personal,Yes,simulated,4,2,1,0,1,False,True,False,False,False,False,False,True,1
orig_user_006,92,2557.336956521739,500.0,5038.926137727794,147800.0,87475.0,2831.663043478261,0.2717391304347826,1.6952865415168574,0.0,0.0,0.0217391304347826,0.0108695652173913,0.5434782608695652,0.4239130434782608,0.6630434782608695,14.293478260869565,5.843260499349526,Medium,35-44,Male,Student,Bachelor,100k-200k,Suburban,3,Both,Yes,simulated,3,3,3,1,1,False,False,True,False,True,False,False,False,2
orig_user_007,1250,3020.1848,500.0,9671.676687162466,1934601.0,1840630.0,11820.9328,0.2824,4.440450189948976,0.0,0.0,0.2328,0.2744,0.2248,0.268,0.8464,13.5712,5.187143310588177,High,25-34,Female,Self-Employed,Master,100k-200k,Urban,2,Personal,Yes,simulated,2,4,3,0,1,False,True,False,False,False,True,False,True,0
orig_user_008,374,20361.55347593583,3000.0,74120.72472015752,3650276.0,3964945.0,37719.41509433962,0.2299465240641711,6.31719719481241,0.0,0.0,0.0374331550802139,0.2807486631016043,0.3796791443850267,0.302139037433155,0.7807486631016043,14.072192513368984,4.948271505329228,High,18-24,Female,Employed,Master,100k-200k,Suburban,4,Business,Yes,simulated,1,4,3,0,1,False,False,False,False,True,False,True,False,0
orig_user_009,345,6712.397101449275,1000.0,21042.006015141964,1021585.0,1294192.0,10246.655072463767,0.2898550724637681,3.344539923656465,0.0,0.0,0.0434782608695652,0.144927536231884,0.5420289855072464,0.2695652173913043,0.7884057971014493,13.486956521739131,5.4458730118757135,High,18-24,Female,Student,Primary,100k-200k,Urban,8,Both,No,simulated,1,1,3,0,0,False,False,True,False,False,True,False,False,0
orig_user_010,158,1520.3417721518988,771.0,3101.006320683519,85018.0,155196.0,6339.71974522293,0.3860759493670886,3.6402688603733497,0.3670886075949367,0.0,0.050632911392405,0.0569620253164556,0.189873417721519,0.3354430379746835,0.759493670886076,14.658227848101266,5.903439731303301,Medium,25-34,Male,Unemployed,Bachelor,>400k,Rural,7,Personal,Yes,simulated,2,3,5,1,1,False,False,False,True,False,False,False,True,2
orig_user_011,74,997.527027027027,50.0,3419.0437268494893,37300.0,36517.0,1236.1351351351352,0.1891891891891892,3.464301051801052,0.0,0.0,0.1081081081081081,0.0135135135135135,0.6486486486486487,0.2297297297297297,0.7972972972972973,15.37837837837838,6.830035806285539,Medium,45-54,Male,Student,Bachelor,>400k,Suburban,4,Personal,Yes,simulated,4,3,5,1,1,False,False,True,False,True,False,False,True,2
orig_user_012,4185,1188.7498207885303,500.0,5639.576966803324,2472531.0,2502387.0,2654.732855436081,0.2898446833930705,3.1850397634010026,0.2929510155316607,0.0,0.1577060931899641,0.0375149342891278,0.2200716845878136,0.2917562724014337,0.7610513739545998,13.382556750298686,5.738662583004879,High,55+,Male,Employed,Master,100k-200k,Suburban,5,Personal,Yes,simulated,5,4,3,1,1,False,False,False,False,True,False,False,True,0
orig_user_013,23,7571.739130434783,500.0,16652.919659974974,113400.0,60750.0,24170.478260869564,0.0869565217391304,2.106625258799172,0.1739130434782608,0.0,0.217391304347826,0.0869565217391304,0.0869565217391304,0.4347826086956521,0.6956521739130435,11.565217391304348,3.715154309245038,Low,35-44,Female,Unemployed,Master,50k-100k,Urban,6,Business,Yes,simulated,3,4,2,0,1,False,False,False,True,False,True,True,False,1
orig_user_014,62,14327.41935483871,3525.0,20140.24736002261,459000.0,429300.0,17205.41935483871,0.4354838709677419,1.230873245873167,0.2258064516129032,0.0,0.0,0.1129032258064516,0.0,0.6612903225806451,0.532258064516129,13.96774193548387,3.099274065904729,Medium,35-44,Female,Employed,Secondary,<50k,Urban,1,Personal,Yes,simulated,3,2,1,0,1,False,False,False,False,False,True,False,True,2
orig_user_015,36,5643.083333333333,1750.0,9034.370052748558,99350.0,103801.0,10409.055555555557,0.5277777777777778,1.465218269384936,0.0,0.0,0.2777777777777778,0.1388888888888889,0.0,0.5833333333333334,0.6111111111111112,14.75,4.824787189977547,Low,18-24,Female,Student,Primary,200k-400k,Urban,2,Business,Yes,simulated,1,1,4,0,1,False,False,True,False,False,True,True,False,1
orig_user_016,63,23616.25396825397,3100.0,63879.564054597526,883924.0,603900.0,341323.126984127,0.4603174603174603,0.6844201347395875,0.0,0.0,0.4761904761904761,0.0158730158730158,0.0,0.5079365079365079,0.6031746031746031,15.523809523809524,4.6795958705342,Medium,18-24,Female,Student,Secondary,50k-100k,Urban,5,Both,No,simulated,1,2,2,0,0,False,False,True,False,False,True,False,False,2
orig_user_017,231,472.2510822510823,200.0,1115.8244240825966,55400.0,53690.0,3611.883116883117,0.3073593073593073,2.6753327215472957,0.7359307359307359,0.0,0.0043290043290043,0.0129870129870129,0.0,0.2467532467532467,0.8051948051948052,9.116883116883116,7.816327436246948,High,25-34,Male,Self-Employed,Secondary,50k-100k,Urban,1,Both,Yes,simulated,2,2,2,1,1,False,True,False,False,False,True,False,False,0
orig_user_018,231,472.2510822510823,200.0,1115.8244240825966,55400.0,53690.0,3611.883116883117,0.3073593073593073,2.6753327215472957,0.7359307359307359,0.0,0.0043290043290043,0.0129870129870129,0.0,0.2467532467532467,0.8051948051948052,9.116883116883116,7.816327436246948,High,35-44,Male,Student,Secondary,<50k,Urban,5,Both,Yes,simulated,3,2,1,1,1,False,False,True,False,False,True,False,False,0
orig_user_019,143,1798.3846153846157,500.0,2444.7033142471964,134100.0,123069.0,2875.4785714285717,0.4195804195804196,2.7247845568089253,0.4475524475524475,0.0,0.0629370629370629,0.0629370629370629,0.0,0.4265734265734265,0.7202797202797203,13.482517482517483,6.104550538706497,Medium,55+,Female,Employed,Bachelor,50k-100k,Urban,3,Both,Yes,simulated,5,3,2,0,1,False,False,False,False,False,True,False,False,2
orig_user_020,20,13770.0,10000.0,14620.393111569952,93100.0,182300.0,10846.85,0.1,1.219702380952381,0.0,0.0,0.0,0.5,0.0,0.5,0.5,15.2,2.504732363053249,Low,18-24,Male,Student,Master,100k-200k,Urban,2,Personal,Yes,simulated,1,4,3,1,1,False,False,True,False,False,True,False,True,1
orig_user_021,20,13770.0,10000.0,14620.393111569952,93100.0,182300.0,10846.85,0.1,1.219702380952381,0.0,0.0,0.0,0.5,0.0,0.5,0.5,15.2,2.504732363053249,Low,18-24,Male,Employed,Bachelor,100k-200k,Urban,3,Business,Yes,simulated,1,3,3,1,1,False,False,False,False,False,True,True,False,1
orig_user_022,275,2873.2145454545453,1000.0,6500.820670915953,407584.0,382550.0,3618.949090909091,0.2945454545454545,1.367473857639442,0.12,0.0,0.0218181818181818,0.1054545454545454,0.1672727272727272,0.5854545454545454,0.5527272727272727,13.592727272727272,4.711527041245213,High,45-54,Female,Student,Secondary,100k-200k,Urban,5,Both,Yes,simulated,4,2,3,0,1,False,False,True,False,False,True,False,False,0
orig_user_023,1188,4459.247474747474,150.0,16451.009950566353,2700751.0,2596835.0,19016.623628691985,0.3207070707070707,7.055366294249105,0.0,0.0,0.0572390572390572,0.1119528619528619,0.5016835016835017,0.3291245791245791,0.882996632996633,14.627946127946128,5.119758065820026,High,25-34,Female,Employed,Bachelor,>400k,Urban,9,Both,Yes,simulated,2,3,5,0,1,False,False,False,False,False,True,False,False,0
orig_user_024,195,6499.1435897435895,1000.0,24800.82524670137,658060.0,609273.0,8437.88717948718,0.3743589743589743,5.127385377496501,0.0051282051282051,0.0,0.4666666666666667,0.1179487179487179,0.0,0.4102564102564102,0.8051282051282052,14.943589743589744,5.3343757241972165,Medium,18-24,Male,Student,Secondary,100k-200k,Urban,3,Both,Yes,simulated,1,2,3,1,1,False,False,True,False,False,True,False,False,2
orig_user_025,44,1373.1818181818182,800.0,2346.0047906603404,30900.0,29520.0,1586.5,0.2045454545454545,2.127174088537725,0.0909090909090909,0.0,0.0454545454545454,0.0,0.5227272727272727,0.3409090909090909,0.7045454545454546,12.363636363636363,5.335667213093362,Low,35-44,Male,Student,Bachelor,100k-200k,Rural,6,Both,Yes,simulated,3,3,3,1,1,False,False,True,False,False,False,False,False,1
orig_user_026,489,4090.985685071575,200.0,26161.252810689224,965663.0,1034829.0,13384.74028629857,0.2719836400817996,4.231968160982317,0.0552147239263803,0.0,0.1676891615541922,0.130879345603272,0.4274028629856851,0.2188139059304703,0.8261758691206544,13.175869120654395,6.033525743781019,High,18-24,Female,Self-Employed,Master,50k-100k,Urban,6,Personal,No,simulated,1,4,2,0,0,False,True,False,False,False,True,False,True,0
orig_user_027,62,58352.95161290323,30500.0,94575.36733476544,2570333.0,1047550.0,131510.62903225806,0.3387096774193548,0.922495116158226,0.064516129032258,0.0,0.0,0.0161290322580645,0.032258064516129,0.8870967741935484,0.3548387096774194,14.838709677419354,4.942931858417025,Medium,45-54,Male,Self-Employed,Bachelor,<50k,Rural,4,Both,Yes,simulated,4,3,1,1,1,False,True,False,False,False,False,False,False,2
orig_user_028,331,17256.90332326284,7000.0,36317.12654978431,2992795.0,2719240.0,44106.34441087613,0.3716012084592145,1.1723635656653442,0.0,0.0,0.148036253776435,0.0996978851963746,0.0090634441087613,0.743202416918429,0.5226586102719033,13.957703927492448,4.798802835236031,High,45-54,Male,Student,Master,<50k,Urban,9,Both,Yes,simulated,4,4,1,1,1,False,False,True,False,False,True,False,False,0
orig_user_029,150,13559.0,1000.0,46485.7305932901,1155854.0,877996.0,27969.219178082192,0.2733333333333333,3.907276821419167,0.0,0.0,0.06,0.0866666666666666,0.4466666666666666,0.4066666666666667,0.8,13.686666666666667,4.511189171437192,Medium,25-34,Male,Student,Secondary,100k-200k,Suburban,6,Both,Yes,simulated,2,2,3,1,1,False,False,True,False,True,False,False,False,2
orig_user_030,489,6569.366053169734,500.0,23084.497553512127,1630785.0,1581635.0,18612.766871165644,0.3496932515337423,8.383544363895151,0.065439672801636,0.0,0.2290388548057259,0.147239263803681,0.3190184049079754,0.2392638036809816,0.8302658486707567,12.773006134969323,5.927810891823773,High,25-34,Male,Employed,Bachelor,200k-400k,Urban,2,Personal,Yes,simulated,2,3,4,1,1,False,False,False,False,False,True,False,True,0
orig_user_031,97,3204.8865979381444,500.0,8934.729512176405,159980.0,150894.0,3029.072164948453,0.2886597938144329,1.927426954285348,0.0,0.0,0.0618556701030927,0.1752577319587628,0.3917525773195876,0.3711340206185567,0.6804123711340206,13.845360824742269,5.750616282527115,Medium,25-34,Male,Student,Bachelor,<50k,Suburban,5,Personal,Yes,simulated,2,3,1,1,1,False,False,True,False,True,False,False,True,2
orig_user_032,174,16348.71264367816,500.0,58005.10501051705,1451834.0,1392842.0,16852.220930232557,0.3275862068965517,2.560864189523268,0.4885057471264368,0.0,0.0057471264367816,0.132183908045977,0.0,0.3735632183908046,0.7586206896551724,13.948275862068966,5.164650010109924,Medium,55+,Male,Employed,Master,>400k,Rural,6,Personal,Yes,simulated,5,4,5,1,1,False,False,False,False,False,False,False,True,2
orig_user_033,46,10387.04347826087,1000.0,21385.96564411813,272404.0,205400.0,14820.739130434782,0.2608695652173913,3.689158667419537,0.4565217391304347,0.0,0.0,0.1304347826086956,0.0,0.4130434782608695,0.7608695652173914,13.23913043478261,5.486082523009963,Low,35-44,Female,Employed,Master,<50k,Urban,1,Personal,Yes,simulated,3,4,1,0,1,False,False,False,False,False,True,False,True,1
orig_user_034,454,3394.3700440528632,500.0,21722.623858799598,707103.0,833941.0,3128.314977973568,0.2819383259911894,1.4342084821298549,0.4185022026431718,0.0,0.0374449339207048,0.066079295154185,0.0506607929515418,0.4273127753303964,0.6343612334801763,13.28193832599119,5.580617650837706,High,18-24,Male,Self-Employed,Bachelor,50k-100k,Rural,3,Personal,No,simulated,1,3,2,1,0,False,True,False,False,False,False,False,True,0
orig_user_035,462,3344.512987012987,500.0,13139.927441419706,637444.0,907721.0,14650.58225108225,0.2835497835497835,6.232265770910833,0.238095238095238,0.0,0.0086580086580086,0.1688311688311688,0.3593073593073593,0.2251082251082251,0.854978354978355,13.764069264069263,5.812560927263736,High,18-24,Female,Student,Master,<50k,Rural,4,Both,Yes,simulated,1,4,1,0,1,False,False,True,False,False,False,False,False,0
orig_user_036,223,7310.22869955157,1000.0,41747.84275676836,845200.0,784981.0,15216.618834080717,0.3004484304932735,2.2708673834539854,0.1255605381165919,0.0,0.0,0.0762331838565022,0.2376681614349775,0.5605381165919282,0.7130044843049327,14.600896860986548,5.327761653552286,High,25-34,Female,Employed,Bachelor,100k-200k,Urban,5,Business,No,simulated,2,3,3,0,0,False,False,False,False,False,True,True,False,0
orig_user_037,27,638.7777777777778,499.0,944.4677513464044,6600.0,10647.0,808.7916666666666,0.1481481481481481,4.818518518518518,0.1481481481481481,0.0,0.037037037037037,0.1851851851851851,0.4444444444444444,0.1851851851851851,0.8148148148148148,12.22222222222222,6.399118529041165,Low,18-24,Male,Retired,Master,50k-100k,Urban,3,Personal,Yes,simulated,1,4,2,1,1,True,False,False,False,False,True,False,True,1
orig_user_038,213,8582.535211267606,500.0,38394.70064596583,1196392.0,631688.0,41306.19248826291,0.2488262910798122,6.004354714367147,0.0,0.0,0.2253521126760563,0.0610328638497652,0.488262910798122,0.2253521126760563,0.863849765258216,12.075117370892018,6.524553813294377,High,25-34,Female,Student,Master,>400k,Suburban,4,Personal,Yes,simulated,2,4,5,0,1,False,False,True,False,True,False,False,True,0
orig_user_039,2051,2573.6075085324237,500.0,12443.42251455086,3532940.0,1745529.0,24451.592393954168,0.2510970258410531,4.067336334624432,0.1316431009263773,0.0,0.2101413944417357,0.1170160897123354,0.2184300341296928,0.3227693807898586,0.80351048269137,12.93710385177962,5.969879125992889,High,35-44,Male,Unemployed,Master,>400k,Suburban,5,Personal,No,simulated,3,4,5,1,0,False,False,False,True,True,False,False,True,0
orig_user_040,1401,4955.945753033548,700.0,18972.794635437444,3327915.0,3615365.0,13283.032142857142,0.2826552462526767,5.860517675534883,0.0485367594575303,0.0,0.1049250535331905,0.1527480371163454,0.4054246966452534,0.2883654532476802,0.8615274803711634,13.155603140613849,5.423894127927055,High,45-54,Male,Student,Secondary,200k-400k,Rural,2,Business,Yes,simulated,4,2,4,1,1,False,False,True,False,False,False,True,False,0
orig_user_041,715,3564.798601398601,500.0,19922.464146838644,1354155.0,1194676.0,8211.1006993007,0.2587412587412587,3.3284515262163885,0.2363636363636363,0.0,0.1538461538461538,0.0559440559440559,0.2055944055944056,0.3482517482517482,0.7972027972027972,14.020979020979022,5.920657152124643,High,55+,Female,Self-Employed,Bachelor,50k-100k,Urban,1,Both,Yes,simulated,5,3,2,0,1,False,True,False,False,False,True,False,False,0
orig_user_042,16,4040.625,250.0,10175.77546185056,32500.0,32150.0,4119.75,0.1875,2.380208333333333,0.625,0.0,0.0,0.0625,0.0,0.3125,0.75,15.75,3.838402445462608,Low,55+,Female,Employed,Bachelor,>400k,Suburban,3,Personal,Yes,simulated,5,3,5,0,1,False,False,False,False,True,False,False,True,1
orig_user_043,371,5370.601078167116,1050.0,14034.862586581148,1195980.0,796513.0,28735.533692722373,0.3180592991913746,3.269015601665011,0.0026954177897574,0.0,0.0566037735849056,0.0539083557951482,0.1940700808625337,0.692722371967655,0.7762803234501348,14.954177897574125,4.50231802887488,High,55+,Female,Student,Bachelor,100k-200k,Urban,2,Both,Yes,simulated,5,3,3,0,1,False,False,True,False,False,True,False,False,0
orig_user_044,277,8980.490974729242,3300.0,19271.25432084404,1243631.0,1243965.0,14277.86642599278,0.2888086642599278,1.1006620590091858,0.1768953068592057,0.0,0.0361010830324909,0.3068592057761732,0.003610108303249,0.4765342960288808,0.5487364620938628,14.11913357400722,4.6270583324401136,High,35-44,Female,Unemployed,Bachelor,50k-100k,Rural,4,Personal,Yes,simulated,3,3,2,0,1,False,False,False,True,False,False,False,True,0
orig_user_045,190,1235.8157894736842,499.0,2703.984291844726,118100.0,116705.0,966.6157894736842,0.3473684210526316,1.9810052186198543,0.3684210526315789,0.0,0.0,0.031578947368421,0.2947368421052631,0.3052631578947368,0.6947368421052632,15.284210526315787,4.665902789850326,Medium,35-44,Female,Self-Employed,Secondary,<50k,Urban,3,Business,Yes,simulated,3,2,1,0,1,False,True,False,False,False,True,True,False,2
orig_user_046,919,2710.347116430903,500.0,9749.385374195946,1181021.0,1309788.0,4677.415669205659,0.26550598476605,3.5965729783035725,0.2132752992383025,0.0,0.088139281828074,0.1610446137105549,0.1719260065288357,0.3656147986942328,0.7714907508161044,14.368879216539716,5.100722955464449,High,25-34,Female,Employed,Bachelor,100k-200k,Urban,5,Both,No,simulated,2,3,3,0,0,False,False,False,False,False,True,False,False,0
orig_user_047,73,820.945205479452,499.0,2154.89783136522,29650.0,30279.0,486.32876712328766,0.1780821917808219,4.02346523339674,0.0,0.0,0.0958904109589041,0.0136986301369863,0.684931506849315,0.2054794520547945,0.7945205479452054,14.67123287671233,5.346480655847223,Medium,18-24,Female,Employed,Secondary,50k-100k,Rural,4,Personal,Yes,simulated,1,2,2,0,1,False,False,False,False,False,False,False,True,2
orig_user_048,2,750.0,750.0,353.5533905932738,1000.0,500.0,754.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,19.5,0.7071067811865476,Low,18-24,Male,Student,Secondary,<50k,Urban,5,Personal,Yes,simulated,1,2,1,1,1,False,False,True,False,False,True,False,True,1
orig_user_049,59,2988.745762711864,1000.0,5847.574476809611,90630.0,85706.0,6129.881355932203,0.288135593220339,2.809225802446141,0.423728813559322,0.0,0.0,0.2711864406779661,0.0169491525423728,0.288135593220339,0.7796610169491526,13.40677966101695,6.114196719077593,Medium,45-54,Female,Self-Employed,Secondary,<50k,Urban,2,Personal,Yes,simulated,4,2,1,0,1,False,True,False,False,False,True,False,True,2
orig_user_050,118,2211.5677966101694,500.0,7752.640173921689,132916.0,128049.0,4776.854700854701,0.3813559322033898,3.432878815375191,0.6016949152542372,0.0,0.0084745762711864,0.059322033898305,0.0423728813559322,0.288135593220339,0.8050847457627118,13.703389830508474,4.630462718998227,Medium,18-24,Male,Employed,Secondary,50k-100k,Urban,5,Personal,Yes,simulated,1,2,2,1,1,False,False,False,False,False,True,False,True,2
