UserId,txn_count,mean_amount,median_amount,std_amount,total_in,total_out,avg_balance,pct_weekend,avg_sr_ratio,pct_airtime,pct_depot,pct_paiement,pct_retrait,pct_transaction,pct_transfert,pct_out,avg_hour,std_hour,activity_class
anon_user018,226,3387.83185840708,1000.0,8809.74183947915,293950.0,471700.0,2597.0720560747664,0.23893805309734514,1.602524483527621,0.336283185840708,0.37168141592920356,0.0,0.2920353982300885,0.0,0.0,0.6283185840707964,14.309734513274336,4.3309319418295065,High
orig_user_001,15,1346.6666666666667,500.0,2577.4756938487226,16250.0,3950.0,2617.266666666667,0.4,1.9166666666666667,0.26666666666666666,0.0,0.3333333333333333,0.06666666666666667,0.0,0.3333333333333333,0.7333333333333333,12.133333333333333,6.401636695482834,Low
orig_user_002,43,881.3953488372093,500.0,1263.7351692791847,19000.0,18900.0,868.2790697674419,0.2558139534883721,1.9476316319339575,0.4883720930232558,0.0,0.0,0.0,0.0,0.5116279069767442,0.6046511627906976,13.395348837209303,5.1136583441924985,Low
orig_user_003,205,7764.917073170732,500.0,24829.096835657594,819310.0,772498.0,19766.725490196077,0.1951219512195122,6.921702565488136,0.08780487804878048,0.0,0.2097560975609756,0.16585365853658537,0.2634146341463415,0.2731707317073171,0.8634146341463415,11.93658536585366,6.849279198428116,High
orig_user_004,497,7632.4647887323945,500.0,39690.87589512033,1819404.0,1973931.0,13727.36252545825,0.2837022132796781,4.250208803948259,0.0,0.0,0.08450704225352113,0.289738430583501,0.35412474849094566,0.2716297786720322,0.8088531187122736,13.921529175050301,5.425436588242299,High
orig_user_005,41,1202.2439024390244,299.0,2784.416014000852,16950.0,32342.0,766.5121951219512,0.3902439024390244,3.519744483159117,0.0,0.0,0.0,0.0975609756097561,0.6829268292682927,0.21951219512195122,0.8048780487804879,14.365853658536585,4.747399801791374,Low
orig_user_006,92,2557.336956521739,500.0,5038.926137727794,147800.0,87475.0,2831.663043478261,0.2717391304347826,1.6952865415168574,0.0,0.0,0.021739130434782608,0.010869565217391304,0.5434782608695652,0.42391304347826086,0.6630434782608695,14.293478260869565,5.843260499349526,Medium
orig_user_007,1250,3020.1848,500.0,9671.676687162466,1934601.0,1840630.0,11820.9328,0.2824,4.440450189948976,0.0,0.0,0.2328,0.2744,0.2248,0.268,0.8464,13.5712,5.187143310588177,High
orig_user_008,374,20361.55347593583,3000.0,74120.72472015752,3650276.0,3964945.0,37719.41509433962,0.22994652406417113,6.31719719481241,0.0,0.0,0.0374331550802139,0.2807486631016043,0.37967914438502676,0.30213903743315507,0.7807486631016043,14.072192513368984,4.948271505329228,High
orig_user_009,345,6712.397101449275,1000.0,21042.006015141964,1021585.0,1294192.0,10246.655072463767,0.2898550724637681,3.344539923656465,0.0,0.0,0.043478260869565216,0.14492753623188406,0.5420289855072464,0.26956521739130435,0.7884057971014493,13.486956521739131,5.4458730118757135,High
orig_user_010,158,1520.3417721518988,771.0,3101.006320683519,85018.0,155196.0,6339.71974522293,0.3860759493670886,3.6402688603733497,0.3670886075949367,0.0,0.05063291139240506,0.056962025316455694,0.189873417721519,0.33544303797468356,0.759493670886076,14.658227848101266,5.903439731303301,Medium
orig_user_011,74,997.527027027027,50.0,3419.0437268494893,37300.0,36517.0,1236.1351351351352,0.1891891891891892,3.4643010518010517,0.0,0.0,0.10810810810810811,0.013513513513513514,0.6486486486486487,0.22972972972972974,0.7972972972972973,15.378378378378379,6.830035806285539,Medium
orig_user_012,4185,1188.7498207885305,500.0,5639.576966803324,2472531.0,2502387.0,2654.732855436081,0.2898446833930705,3.1850397634010026,0.2929510155316607,0.0,0.15770609318996415,0.03751493428912784,0.22007168458781362,0.2917562724014337,0.7610513739545998,13.382556750298686,5.738662583004879,High
orig_user_013,23,7571.739130434783,500.0,16652.919659974974,113400.0,60750.0,24170.478260869564,0.08695652173913043,2.1066252587991716,0.17391304347826086,0.0,0.21739130434782608,0.08695652173913043,0.08695652173913043,0.43478260869565216,0.6956521739130435,11.565217391304348,3.715154309245038,Low
orig_user_014,62,14327.41935483871,3525.0,20140.247360022615,459000.0,429300.0,17205.41935483871,0.43548387096774194,1.230873245873167,0.22580645161290322,0.0,0.0,0.11290322580645161,0.0,0.6612903225806451,0.532258064516129,13.96774193548387,3.0992740659047295,Medium
orig_user_015,36,5643.083333333333,1750.0,9034.370052748558,99350.0,103801.0,10409.055555555555,0.5277777777777778,1.465218269384936,0.0,0.0,0.2777777777777778,0.1388888888888889,0.0,0.5833333333333334,0.6111111111111112,14.75,4.824787189977547,Low
orig_user_016,63,23616.25396825397,3100.0,63879.564054597526,883924.0,603900.0,341323.126984127,0.4603174603174603,0.6844201347395875,0.0,0.0,0.47619047619047616,0.015873015873015872,0.0,0.5079365079365079,0.6031746031746031,15.523809523809524,4.6795958705342,Medium
orig_user_017,231,472.25108225108227,200.0,1115.8244240825966,55400.0,53690.0,3611.883116883117,0.30735930735930733,2.6753327215472953,0.7359307359307359,0.0,0.004329004329004329,0.012987012987012988,0.0,0.24675324675324675,0.8051948051948052,9.116883116883116,7.816327436246948,High
orig_user_018,231,472.25108225108227,200.0,1115.8244240825966,55400.0,53690.0,3611.883116883117,0.30735930735930733,2.6753327215472953,0.7359307359307359,0.0,0.004329004329004329,0.012987012987012988,0.0,0.24675324675324675,0.8051948051948052,9.116883116883116,7.816327436246948,High
orig_user_019,143,1798.3846153846155,500.0,2444.7033142471964,134100.0,123069.0,2875.4785714285713,0.4195804195804196,2.7247845568089253,0.44755244755244755,0.0,0.06293706293706294,0.06293706293706294,0.0,0.42657342657342656,0.7202797202797203,13.482517482517483,6.104550538706497,Medium
orig_user_020,20,13770.0,10000.0,14620.393111569952,93100.0,182300.0,10846.85,0.1,1.219702380952381,0.0,0.0,0.0,0.5,0.0,0.5,0.5,15.2,2.5047323630532494,Low
orig_user_021,20,13770.0,10000.0,14620.393111569952,93100.0,182300.0,10846.85,0.1,1.219702380952381,0.0,0.0,0.0,0.5,0.0,0.5,0.5,15.2,2.5047323630532494,Low
orig_user_022,275,2873.2145454545453,1000.0,6500.820670915953,407584.0,382550.0,3618.949090909091,0.29454545454545455,1.367473857639442,0.12,0.0,0.02181818181818182,0.10545454545454545,0.16727272727272727,0.5854545454545454,0.5527272727272727,13.592727272727272,4.711527041245213,High
orig_user_023,1188,4459.247474747474,150.0,16451.009950566353,2700751.0,2596835.0,19016.623628691985,0.3207070707070707,7.055366294249105,0.0,0.0,0.05723905723905724,0.11195286195286196,0.5016835016835017,0.3291245791245791,0.882996632996633,14.627946127946128,5.119758065820026,High
orig_user_024,195,6499.1435897435895,1000.0,24800.82524670137,658060.0,609273.0,8437.88717948718,0.37435897435897436,5.127385377496501,0.005128205128205128,0.0,0.4666666666666667,0.11794871794871795,0.0,0.41025641025641024,0.8051282051282052,14.943589743589744,5.3343757241972165,Medium
orig_user_025,44,1373.1818181818182,800.0,2346.0047906603404,30900.0,29520.0,1586.5,0.20454545454545456,2.127174088537725,0.09090909090909091,0.0,0.045454545454545456,0.0,0.5227272727272727,0.3409090909090909,0.7045454545454546,12.363636363636363,5.3356672130933624,Low
orig_user_026,489,4090.9856850715746,200.0,26161.252810689224,965663.0,1034829.0,13384.74028629857,0.2719836400817996,4.231968160982317,0.05521472392638037,0.0,0.16768916155419222,0.130879345603272,0.4274028629856851,0.21881390593047034,0.8261758691206544,13.175869120654397,6.033525743781019,High
orig_user_027,62,58352.95161290323,30500.0,94575.36733476544,2570333.0,1047550.0,131510.62903225806,0.3387096774193548,0.9224951161582261,0.06451612903225806,0.0,0.0,0.016129032258064516,0.03225806451612903,0.8870967741935484,0.3548387096774194,14.838709677419354,4.942931858417025,Medium
orig_user_028,331,17256.90332326284,7000.0,36317.12654978431,2992795.0,2719240.0,44106.34441087613,0.3716012084592145,1.1723635656653442,0.0,0.0,0.14803625377643503,0.09969788519637462,0.00906344410876133,0.743202416918429,0.5226586102719033,13.957703927492448,4.798802835236031,High
orig_user_029,150,13559.0,1000.0,46485.7305932901,1155854.0,877996.0,27969.219178082192,0.2733333333333333,3.907276821419167,0.0,0.0,0.06,0.08666666666666667,0.44666666666666666,0.4066666666666667,0.8,13.686666666666667,4.5111891714371914,Medium
orig_user_030,489,6569.366053169734,500.0,23084.497553512127,1630785.0,1581635.0,18612.766871165644,0.3496932515337423,8.383544363895151,0.065439672801636,0.0,0.22903885480572597,0.147239263803681,0.31901840490797545,0.2392638036809816,0.8302658486707567,12.773006134969325,5.927810891823773,High
orig_user_031,97,3204.8865979381444,500.0,8934.729512176405,159980.0,150894.0,3029.0721649484535,0.28865979381443296,1.9274269542853482,0.0,0.0,0.061855670103092786,0.17525773195876287,0.3917525773195876,0.3711340206185567,0.6804123711340206,13.845360824742269,5.750616282527115,Medium
orig_user_032,174,16348.71264367816,500.0,58005.10501051705,1451834.0,1392842.0,16852.220930232557,0.3275862068965517,2.5608641895232678,0.4885057471264368,0.0,0.005747126436781609,0.13218390804597702,0.0,0.3735632183908046,0.7586206896551724,13.948275862068966,5.1646500101099235,Medium
orig_user_033,46,10387.04347826087,1000.0,21385.96564411813,272404.0,205400.0,14820.739130434782,0.2608695652173913,3.689158667419537,0.45652173913043476,0.0,0.0,0.13043478260869565,0.0,0.41304347826086957,0.7608695652173914,13.23913043478261,5.486082523009963,Low
orig_user_034,454,3394.3700440528632,500.0,21722.623858799594,707103.0,833941.0,3128.314977973568,0.28193832599118945,1.4342084821298549,0.4185022026431718,0.0,0.037444933920704845,0.06607929515418502,0.05066079295154185,0.42731277533039647,0.6343612334801763,13.28193832599119,5.580617650837706,High
orig_user_035,462,3344.512987012987,500.0,13139.927441419706,637444.0,907721.0,14650.58225108225,0.28354978354978355,6.232265770910833,0.23809523809523808,0.0,0.008658008658008658,0.16883116883116883,0.3593073593073593,0.22510822510822512,0.854978354978355,13.764069264069263,5.8125609272637355,High
orig_user_036,223,7310.22869955157,1000.0,41747.84275676836,845200.0,784981.0,15216.618834080717,0.3004484304932735,2.2708673834539854,0.12556053811659193,0.0,0.0,0.07623318385650224,0.23766816143497757,0.5605381165919282,0.7130044843049327,14.600896860986547,5.327761653552286,High
orig_user_037,27,638.7777777777778,499.0,944.4677513464043,6600.0,10647.0,808.7916666666666,0.14814814814814814,4.818518518518518,0.14814814814814814,0.0,0.037037037037037035,0.18518518518518517,0.4444444444444444,0.18518518518518517,0.8148148148148148,12.222222222222221,6.399118529041165,Low
orig_user_038,213,8582.535211267606,500.0,38394.70064596583,1196392.0,631688.0,41306.19248826291,0.24882629107981222,6.004354714367147,0.0,0.0,0.22535211267605634,0.06103286384976526,0.48826291079812206,0.22535211267605634,0.863849765258216,12.075117370892018,6.524553813294377,High
orig_user_039,2051,2573.6075085324233,500.0,12443.422514550859,3532940.0,1745529.0,24451.592393954168,0.25109702584105315,4.067336334624432,0.13164310092637738,0.0,0.21014139444173574,0.11701608971233544,0.21843003412969283,0.3227693807898586,0.80351048269137,12.93710385177962,5.969879125992889,High
orig_user_040,1401,4955.945753033548,700.0,18972.794635437444,3327915.0,3615365.0,13283.032142857142,0.2826552462526767,5.860517675534883,0.04853675945753034,0.0,0.10492505353319058,0.15274803711634546,0.4054246966452534,0.2883654532476802,0.8615274803711634,13.155603140613847,5.4238941279270545,High
orig_user_041,715,3564.7986013986015,500.0,19922.464146838644,1354155.0,1194676.0,8211.1006993007,0.25874125874125875,3.3284515262163885,0.23636363636363636,0.0,0.15384615384615385,0.055944055944055944,0.2055944055944056,0.34825174825174826,0.7972027972027972,14.020979020979022,5.920657152124643,High
orig_user_042,16,4040.625,250.0,10175.77546185056,32500.0,32150.0,4119.75,0.1875,2.3802083333333335,0.625,0.0,0.0,0.0625,0.0,0.3125,0.75,15.75,3.8384024454626084,Low
orig_user_043,371,5370.601078167116,1050.0,14034.862586581148,1195980.0,796513.0,28735.533692722373,0.31805929919137466,3.269015601665011,0.0026954177897574125,0.0,0.05660377358490566,0.05390835579514825,0.1940700808625337,0.692722371967655,0.7762803234501348,14.954177897574125,4.50231802887488,High
orig_user_044,277,8980.490974729242,3300.0,19271.254320844037,1243631.0,1243965.0,14277.86642599278,0.2888086642599278,1.1006620590091858,0.17689530685920576,0.0,0.036101083032490974,0.30685920577617326,0.0036101083032490976,0.47653429602888087,0.5487364620938628,14.11913357400722,4.6270583324401136,High
orig_user_045,190,1235.8157894736842,499.0,2703.984291844726,118100.0,116705.0,966.6157894736842,0.3473684210526316,1.9810052186198546,0.3684210526315789,0.0,0.0,0.031578947368421054,0.29473684210526313,0.30526315789473685,0.6947368421052632,15.284210526315789,4.665902789850326,Medium
orig_user_046,919,2710.347116430903,500.0,9749.385374195946,1181021.0,1309788.0,4677.415669205659,0.26550598476605003,3.5965729783035725,0.2132752992383025,0.0,0.088139281828074,0.16104461371055495,0.1719260065288357,0.36561479869423286,0.7714907508161044,14.368879216539717,5.100722955464449,High
orig_user_047,73,820.945205479452,499.0,2154.8978313652196,29650.0,30279.0,486.32876712328766,0.1780821917808219,4.02346523339674,0.0,0.0,0.0958904109589041,0.0136986301369863,0.684931506849315,0.2054794520547945,0.7945205479452054,14.67123287671233,5.346480655847223,Medium
orig_user_048,2,750.0,750.0,353.5533905932738,1000.0,500.0,754.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,19.5,0.7071067811865476,Low
orig_user_049,59,2988.7457627118642,1000.0,5847.574476809611,90630.0,85706.0,6129.881355932203,0.288135593220339,2.809225802446141,0.423728813559322,0.0,0.0,0.2711864406779661,0.01694915254237288,0.288135593220339,0.7796610169491526,13.40677966101695,6.114196719077593,Medium
orig_user_050,118,2211.5677966101694,500.0,7752.640173921689,132916.0,128049.0,4776.854700854701,0.3813559322033898,3.432878815375191,0.6016949152542372,0.0,0.00847457627118644,0.059322033898305086,0.0423728813559322,0.288135593220339,0.8050847457627118,13.703389830508474,4.630462718998227,Medium
orig_user_051,42,2631.3333333333335,1250.0,2741.822339218462,62066.0,48450.0,1628.0975609756097,0.23809523809523808,0.3520955690443854,0.047619047619047616,0.30952380952380953,0.0,0.23809523809523808,0.0,0.40476190476190477,0.2857142857142857,13.595238095238095,5.539479256187613,Low
