UserId,Date,Time,Direction,Contact,Phone,Content,Type
anon_user0001,2026-01-20,13:34:36,Recieved,MobileMoney,MobileMoney,You have received an advance of 418 XAF on 2026-01-20 13:34:36 from MMC. Transact ID:[PHONE_3065],SMS
anon_user0001,2026-01-21,18:49:46,Recieved,MobileMoney,MobileMoney,You have received an advance of 1382 XAF on 2026-01-21 18:49:46 from MMC. Transact ID:[PHONE_8212],SMS
anon_user0001,2026-01-22,05:44:09,Recieved,MobileMoney,MobileMoney,A transaction of 309464 XAF by [CONTACT_4B93] ([PHONE_9741]) on your mobile money account successfully completed at 2026-01-22 05:44:09. Your new balance:44802 XAF. Financial Transaction Id: [PHONE_5060]. External Transaction Id: 45606705974256344871.,SMS
anon_user0001,2026-01-22,18:56:07,Recieved,MobileMoney,MobileMoney,A transaction of 500 XAF by MTNC BUNDLES_FORFAITS (MTN_Bundles) successfully completed at 2026-01-22 18:56:07. Your new balance:434359 XAF. Financial Transaction Id: [PHONE_9239].,SMS
anon_user0001,2026-01-23,11:06:44,Recieved,MobileMoney,MobileMoney,You have received 11612 XAF of ETS-[CONTACT_3B7B] ([PHONE_1708]) on your Mobile Money 2026-01-23 11:06:44 account. Your new balance is 205627 XAF. Transaction ID: [PHONE_7657].,SMS
anon_user0001,2026-01-23,16:28:14,Recieved,MobileMoney,MobileMoney,A transaction of 5000 XAF by MTNC BUNDLES_FORFAITS (MTN_Bundles) successfully completed at 2026-01-23 16:28:14. Your new balance:283663 XAF. Financial Transaction Id: [PHONE_3055].,SMS
anon_user0001,2026-01-23,18:12:24,Recieved,MobileMoney,MobileMoney,You have received an advance of 731 XAF on 2026-01-23 18:12:24 from MMC. Transact ID:[PHONE_8655],SMS
anon_user0001,2026-01-23,23:52:55,Recieved,MobileMoney,MobileMoney,A transaction of 59882 XAF by [CONTACT_4B93] ([PHONE_9741]) on your mobile money account successfully completed at 2026-01-23 23:52:55. Your new balance:402704 XAF. Financial Transaction Id: [PHONE_8099]. External Transaction Id: 87714583471039033650.,SMS
anon_user0001,2026-01-24,01:57:38,Recieved,MobileMoney,MobileMoney,A transaction of 500 XAF by MTNC BUNDLES_FORFAITS (MTN_Bundles) successfully completed at 2026-01-24 01:57:38. Your new balance:180267 XAF. Financial Transaction Id: [PHONE_0932].,SMS
anon_user0001,2026-01-25,14:44:49,Recieved,MobileMoney,MobileMoney,A transaction of 88459 XAF by [CONTACT_4B93] ([PHONE_9741]) on your mobile money account successfully completed at 2026-01-25 14:44:49. Your new balance:451955 XAF. Financial Transaction Id: [PHONE_8499]. External Transaction Id: 57583564535949212162.,SMS
anon_user0001,2026-01-26,09:01:31,Recieved,MobileMoney,MobileMoney,You have received an advance of 580 XAF on 2026-01-26 09:01:31 from MMC. Transact ID:[PHONE_2232],SMS
anon_user0001,2026-01-27,12:00:20,Recieved,MobileMoney,MobileMoney,You have received 339097 XAF of ETS-[CONTACT_3B7B] ([PHONE_9459]) on your Mobile Money 2026-01-27 12:00:20 account. Your new balance is 84216 XAF. Transaction ID: [PHONE_3233].,SMS
anon_user0001,2026-01-29,07:28:34,Recieved,MobileMoney,MobileMoney,You have received an advance of 1404 XAF on 2026-01-29 07:28:34 from MMC. Transact ID:[PHONE_8631],SMS
anon_user0001,2026-02-01,18:18:44,Recieved,MobileMoney,MobileMoney,A transaction of 5000 XAF by MTNC BUNDLES_FORFAITS (MTN_Bundles) successfully completed at 2026-02-01 18:18:44. Your new balance:15663 XAF. Financial Transaction Id: [PHONE_9297].,SMS
anon_user0001,2026-02-02,04:46:01,Recieved,MobileMoney,MobileMoney,You have received an advance of 698 XAF on 2026-02-02 04:46:01 from MMC. Transact ID:[PHONE_6651],SMS
anon_user0001,2026-02-03,10:41:21,Recieved,MobileMoney,MobileMoney,A transaction of 10000 XAF by MTNC BUNDLES_FORFAITS (MTN_Bundles) successfully completed at 2026-02-03 10:41:21. Your new balance:488092 XAF. Financial Transaction Id: [PHONE_0141].,SMS
anon_user0001,2026-02-06,05:49:54,Recieved,MobileMoney,MobileMoney,A transaction of 5000 XAF by MTNC BUNDLES_FORFAITS (MTN_Bundles) successfully completed at 2026-02-06 05:49:54. Your new balance:166472 XAF. Financial Transaction Id: [PHONE_2204].,SMS
anon_user0001,2026-02-07,14:21:30,Recieved,MobileMoney,MobileMoney,You have received 213995 XAF of ETS-[CONTACT_3B7B] ([PHONE_9050]) on your Mobile Money 2026-02-07 14:21:30 account. Your new balance is 69514 XAF. Transaction ID: [PHONE_8708].,SMS
anon_user0001,2026-02-10,07:43:36,Recieved,MobileMoney,MobileMoney,A transaction of 10000 XAF by MTNC BUNDLES_FORFAITS (MTN_Bundles) successfully completed at 2026-02-10 07:43:36. Your new balance:35923 XAF. Financial Transaction Id: [PHONE_9325].,SMS
anon_user0001,2026-02-10,14:17:53,Recieved,MobileMoney,MobileMoney,A transaction of 112123 XAF by [CONTACT_4B93] ([PHONE_9741]) on your mobile money account successfully completed at 2026-02-10 14:17:53. Your new balance:240463 XAF. Financial Transaction Id: [PHONE_3652]. External Transaction Id: 85958249107837724821.,SMS
anon_user0001,2026-02-11,06:18:47,Recieved,MobileMoney,MobileMoney,You have received an advance of 1023 XAF on 2026-02-11 06:18:47 from MMC. Transact ID:[PHONE_7803],SMS
anon_user0001,2026-02-12,17:45:06,Recieved,MobileMoney,MobileMoney,A transaction of 49615 XAF by [CONTACT_4B93] ([PHONE_9741]) on your mobile money account successfully completed at 2026-02-12 17:45:06. Your new balance:312222 XAF. Financial Transaction Id: [PHONE_5772]. External Transaction Id: 17964855268767765659.,SMS
anon_user0001,2026-02-12,17:46:51,Recieved,MobileMoney,MobileMoney,A transaction of 127328 XAF by [CONTACT_4B93] ([PHONE_9741]) on your mobile money account successfully completed at 2026-02-12 17:46:51. Your new balance:267732 XAF. Financial Transaction Id: [PHONE_6726]. External Transaction Id: 05501811497557243499.,SMS
anon_user0001,2026-02-13,02:00:10,Recieved,MobileMoney,MobileMoney,A transaction of 10000 XAF by MTNC BUNDLES_FORFAITS (MTN_Bundles) successfully completed at 2026-02-13 02:00:10. Your new balance:96675 XAF. Financial Transaction Id: [PHONE_1460].,SMS
anon_user0001,2026-02-13,14:16:27,Recieved,MobileMoney,MobileMoney,You have received an advance of 701 XAF on 2026-02-13 14:16:27 from MMC. Transact ID:[PHONE_5675],SMS
anon_user0001,2026-02-15,07:52:49,Recieved,MobileMoney,MobileMoney,You have received an advance of 1006 XAF on 2026-02-15 07:52:49 from MMC. Transact ID:[PHONE_0198],SMS
anon_user0001,2026-02-15,10:50:49,Recieved,MobileMoney,MobileMoney,You have received 4831 XAF of ETS-[CONTACT_3B7B] ([PHONE_2662]) on your Mobile Money 2026-02-15 10:50:49 account. Your new balance is 69397 XAF. Transaction ID: [PHONE_4558].,SMS
anon_user0001,2026-02-17,03:25:49,Recieved,MobileMoney,MobileMoney,You have received 317101 XAF of ETS-[CONTACT_3B7B] ([PHONE_5032]) on your Mobile Money 2026-02-17 03:25:49 account. Your new balance is 463380 XAF. Transaction ID: [PHONE_7843].,SMS
anon_user0001,2026-02-19,01:47:43,Recieved,MobileMoney,MobileMoney,You have received an advance of 225 XAF on 2026-02-19 01:47:43 from MMC. Transact ID:[PHONE_4514],SMS
anon_user0001,2026-02-20,16:50:21,Recieved,MobileMoney,MobileMoney,A transaction of 500 XAF by MTNC BUNDLES_FORFAITS (MTN_Bundles) successfully completed at 2026-02-20 16:50:21. Your new balance:110332 XAF. Financial Transaction Id: [PHONE_2991].,SMS
anon_user0001,2026-02-20,21:27:24,Recieved,MobileMoney,MobileMoney,You have received an advance of 1320 XAF on 2026-02-20 21:27:24 from MMC. Transact ID:[PHONE_8727],SMS
anon_user0001,2026-02-21,06:59:40,Recieved,MobileMoney,MobileMoney,A transaction of 10000 XAF by MTNC BUNDLES_FORFAITS (MTN_Bundles) successfully completed at 2026-02-21 06:59:40. Your new balance:422977 XAF. Financial Transaction Id: [PHONE_0407].,SMS
anon_user0001,2026-02-22,04:04:15,Recieved,MobileMoney,MobileMoney,You have received an advance of 765 XAF on 2026-02-22 04:04:15 from MMC. Transact ID:[PHONE_9743],SMS
anon_user0001,2026-02-22,17:12:53,Recieved,MobileMoney,MobileMoney,You have received an advance of 414 XAF on 2026-02-22 17:12:53 from MMC. Transact ID:[PHONE_2791],SMS
anon_user0001,2026-02-24,18:07:25,Recieved,MobileMoney,MobileMoney,A transaction of 118289 XAF by [CONTACT_4B93] ([PHONE_9741]) on your mobile money account successfully completed at 2026-02-24 18:07:25. Your new balance:443355 XAF. Financial Transaction Id: [PHONE_4895]. External Transaction Id: 91540655048960141684.,SMS
anon_user0001,2026-02-25,13:14:31,Recieved,MobileMoney,MobileMoney,You have received an advance of 649 XAF on 2026-02-25 13:14:31 from MMC. Transact ID:[PHONE_4941],SMS
anon_user0001,2026-02-26,04:58:22,Recieved,MobileMoney,MobileMoney,A transaction of 500 XAF by MTNC BUNDLES_FORFAITS (MTN_Bundles) successfully completed at 2026-02-26 04:58:22. Your new balance:7177 XAF. Financial Transaction Id: [PHONE_0776].,SMS
anon_user0001,2026-03-01,22:06:03,Recieved,MobileMoney,MobileMoney,A transaction of 212706 XAF by [CONTACT_4B93] ([PHONE_9741]) on your mobile money account successfully completed at 2026-03-01 22:06:03. Your new balance:109604 XAF. Financial Transaction Id: [PHONE_8350]. External Transaction Id: 78000950104405577995.,SMS
anon_user0001,2026-03-03,05:27:17,Recieved,MobileMoney,MobileMoney,You have received 182741 XAF of ETS-[CONTACT_3B7B] ([PHONE_5118]) on your Mobile Money 2026-03-03 05:27:17 account. Your new balance is 189633 XAF. Transaction ID: [PHONE_6043].,SMS
anon_user0001,2026-03-04,04:31:46,Recieved,MobileMoney,MobileMoney,You have received an advance of 1056 XAF on 2026-03-04 04:31:46 from MMC. Transact ID:[PHONE_9454],SMS
anon_user0001,2026-03-05,02:30:36,Recieved,MobileMoney,MobileMoney,A transaction of 85526 XAF by [CONTACT_4B93] ([PHONE_9741]) on your mobile money account successfully completed at 2026-03-05 02:30:36. Your new balance:40595 XAF. Financial Transaction Id: [PHONE_0461]. External Transaction Id: 15798433545294935000.,SMS
anon_user0001,2026-03-05,11:04:50,Recieved,MobileMoney,MobileMoney,You have received 122071 XAF of ETS-[CONTACT_3B7B] ([PHONE_2786]) on your Mobile Money 2026-03-05 11:04:50 account. Your new balance is 485190 XAF. Transaction ID: [PHONE_6158].,SMS
anon_user0001,2026-03-06,04:37:07,Recieved,MobileMoney,MobileMoney,A transaction of 179250 XAF by [CONTACT_4B93] ([PHONE_9741]) on your mobile money account successfully completed at 2026-03-06 04:37:07. Your new balance:411085 XAF. Financial Transaction Id: [PHONE_9045]. External Transaction Id: 11808340062045506399.,SMS
anon_user0001,2026-03-09,14:15:01,Recieved,MobileMoney,MobileMoney,You have received an advance of 745 XAF on 2026-03-09 14:15:01 from MMC. Transact ID:[PHONE_6127],SMS
anon_user0001,2026-03-09,22:13:06,Recieved,MobileMoney,MobileMoney,You have received an advance of 1397 XAF on 2026-03-09 22:13:06 from MMC. Transact ID:[PHONE_0688],SMS
anon_user0001,2026-03-10,03:20:53,Recieved,MobileMoney,MobileMoney,A transaction of 5000 XAF by MTNC BUNDLES_FORFAITS (MTN_Bundles) successfully completed at 2026-03-10 03:20:53. Your new balance:364815 XAF. Financial Transaction Id: [PHONE_6297].,SMS
anon_user0001,2026-03-11,11:00:41,Recieved,MobileMoney,MobileMoney,You have received 307446 XAF of ETS-[CONTACT_3B7B] ([PHONE_6688]) on your Mobile Money 2026-03-11 11:00:41 account. Your new balance is 108739 XAF. Transaction ID: [PHONE_7469].,SMS
anon_user0001,2026-03-11,11:19:12,Recieved,MobileMoney,MobileMoney,You have received an advance of 1331 XAF on 2026-03-11 11:19:12 from MMC. Transact ID:[PHONE_4688],SMS
anon_user0001,2026-03-15,08:48:48,Recieved,MobileMoney,MobileMoney,You have received 3414 XAF of ETS-[CONTACT_3B7B] ([PHONE_9038]) on your Mobile Money 2026-03-15 08:48:48 account. Your new balance is 7416 XAF. Transaction ID: [PHONE_8699].,SMS
anon_user0001,2026-03-17,11:32:56,Recieved,MobileMoney,MobileMoney,You have received 207847 XAF of ETS-[CONTACT_3B7B] ([PHONE_8669]) on your Mobile Money 2026-03-17 11:32:56 account. Your new balance is 443063 XAF. Transaction ID: [PHONE_9476].,SMS
anon_user0001,2026-03-24,05:49:06,Recieved,MobileMoney,MobileMoney,You have received an advance of 963 XAF on 2026-03-24 05:49:06 from MMC. Transact ID:[PHONE_4728],SMS
anon_user0001,2026-03-24,11:46:28,Recieved,MobileMoney,MobileMoney,You have received 129016 XAF of ETS-[CONTACT_3B7B] ([PHONE_7157]) on your Mobile Money 2026-03-24 11:46:28 account. Your new balance is 443404 XAF. Transaction ID: [PHONE_6153].,SMS
anon_user0001,2026-03-25,20:22:07,Recieved,MobileMoney,MobileMoney,You have received an advance of 680 XAF on 2026-03-25 20:22:07 from MMC. Transact ID:[PHONE_6506],SMS
anon_user0001,2026-03-27,09:13:30,Recieved,MobileMoney,MobileMoney,You have received an advance of 1213 XAF on 2026-03-27 09:13:30 from MMC. Transact ID:[PHONE_9313],SMS
anon_user0001,2026-03-27,13:59:27,Recieved,MobileMoney,MobileMoney,You have received an advance of 888 XAF on 2026-03-27 13:59:27 from MMC. Transact ID:[PHONE_3905],SMS
anon_user0001,2026-03-28,16:28:59,Recieved,MobileMoney,MobileMoney,You have received 336991 XAF of ETS-[CONTACT_3B7B] ([PHONE_1884]) on your Mobile Money 2026-03-28 16:28:59 account. Your new balance is 304754 XAF. Transaction ID: [PHONE_2790].,SMS
anon_user0002,2025-12-29,13:03:27,Recieved,MobileMoney,MobileMoney,A transaction of 43331 XAF by [CONTACT_4B93] ([PHONE_9741]) on your mobile money account successfully completed at 2025-12-29 13:03:27. Your new balance:455751 XAF. Financial Transaction Id: [PHONE_5880]. External Transaction Id: 00315286273601542249.,SMS
anon_user0002,2025-12-29,23:47:16,Recieved,MobileMoney,MobileMoney,You have received 283836 XAF of ETS-[CONTACT_3B7B] ([PHONE_4387]) on your Mobile Money 2025-12-29 23:47:16 account. Your new balance is 90522 XAF. Transaction ID: [PHONE_0479].,SMS
anon_user0002,2025-12-30,13:59:49,Recieved,MobileMoney,MobileMoney,You have received 287798 XAF of ETS-[CONTACT_3B7B] ([PHONE_7800]) on your Mobile Money 2025-12-30 13:59:49 account. Your new balance is 298529 XAF. Transaction ID: [PHONE_3230].,SMS
anon_user0002,2026-01-01,18:17:34,Recieved,MobileMoney,MobileMoney,You have received 311106 XAF of ETS-[CONTACT_3B7B] ([PHONE_8603]) on your Mobile Money 2026-01-01 18:17:34 account. Your new balance is 149323 XAF. Transaction ID: [PHONE_2277].,SMS
anon_user0002,2026-01-06,07:19:04,Recieved,MobileMoney,MobileMoney,You have received an advance of 457 XAF on 2026-01-06 07:19:04 from MMC. Transact ID:[PHONE_8229],SMS
anon_user0002,2026-01-09,01:45:55,Recieved,MobileMoney,MobileMoney,You have received 303139 XAF of ETS-[CONTACT_3B7B] ([PHONE_9035]) on your Mobile Money 2026-01-09 01:45:55 account. Your new balance is 246543 XAF. Transaction ID: [PHONE_2086].,SMS
anon_user0002,2026-01-14,10:49:05,Recieved,MobileMoney,MobileMoney,A transaction of 148224 XAF by [CONTACT_4B93] ([PHONE_9741]) on your mobile money account successfully completed at 2026-01-14 10:49:05. Your new balance:344587 XAF. Financial Transaction Id: [PHONE_2194]. External Transaction Id: 02043447166952094015.,SMS
anon_user0002,2026-01-14,21:36:57,Recieved,MobileMoney,MobileMoney,A transaction of 329833 XAF by [CONTACT_4B93] ([PHONE_9741]) on your mobile money account successfully completed at 2026-01-14 21:36:57. Your new balance:274824 XAF. Financial Transaction Id: [PHONE_3553]. External Transaction Id: 39255151572084634554.,SMS
anon_user0002,2026-01-16,02:18:25,Recieved,MobileMoney,MobileMoney,A transaction of 107669 XAF by [CONTACT_4B93] ([PHONE_9741]) on your mobile money account successfully completed at 2026-01-16 02:18:25. Your new balance:394692 XAF. Financial Transaction Id: [PHONE_9565]. External Transaction Id: 68057040944182429568.,SMS
anon_user0002,2026-01-16,07:12:52,Recieved,MobileMoney,MobileMoney,You have received 285723 XAF of ETS-[CONTACT_3B7B] ([PHONE_3623]) on your Mobile Money 2026-01-16 07:12:52 account. Your new balance is 114744 XAF. Transaction ID: [PHONE_1147].,SMS
anon_user0002,2026-01-20,04:18:31,Recieved,MobileMoney,MobileMoney,You have received an advance of 1385 XAF on 2026-01-20 04:18:31 from MMC. Transact ID:[PHONE_2210],SMS
anon_user0002,2026-01-20,04:28:16,Recieved,MobileMoney,MobileMoney,A transaction of 5000 XAF by MTNC BUNDLES_FORFAITS (MTN_Bundles) successfully completed at 2026-01-20 04:28:16. Your new balance:135700 XAF. Financial Transaction Id: [PHONE_2448].,SMS
anon_user0002,2026-01-24,14:56:50,Recieved,MobileMoney,MobileMoney,You have received an advance of 104 XAF on 2026-01-24 14:56:50 from MMC. Transact ID:[PHONE_5011],SMS
anon_user0002,2026-01-25,04:02:41,Recieved,MobileMoney,MobileMoney,A transaction of 326181 XAF by [CONTACT_4B93] ([PHONE_9741]) on your mobile money account successfully completed at 2026-01-25 04:02:41. Your new balance:239103 XAF. Financial Transaction Id: [PHONE_8340]. External Transaction Id: 38433656941625496626.,SMS
anon_user0002,2026-01-25,08:59:05,Recieved,MobileMoney,MobileMoney,You have received 71614 XAF of ETS-[CONTACT_3B7B] ([PHONE_7540]) on your Mobile Money 2026-01-25 08:59:05 account. Your new balance is 328811 XAF. Transaction ID: [PHONE_1488].,SMS
anon_user0002,2026-01-27,08:17:43,Recieved,MobileMoney,MobileMoney,You have received 113707 XAF of ETS-[CONTACT_3B7B] ([PHONE_3513]) on your Mobile Money 2026-01-27 08:17:43 account. Your new balance is 155420 XAF. Transaction ID: [PHONE_7063].,SMS
anon_user0002,2026-01-29,00:17:35,Recieved,MobileMoney,MobileMoney,A transaction of 106515 XAF by [CONTACT_4B93] ([PHONE_9741]) on your mobile money account successfully completed at 2026-01-29 00:17:35. Your new balance:13407 XAF. Financial Transaction Id: [PHONE_9742]. External Transaction Id: 24463740901824609241.,SMS
anon_user0002,2026-01-30,09:28:42,Recieved,MobileMoney,MobileMoney,You have received 154309 XAF of ETS-[CONTACT_3B7B] ([PHONE_0334]) on your Mobile Money 2026-01-30 09:28:42 account. Your new balance is 120164 XAF. Transaction ID: [PHONE_8605].,SMS
anon_user0002,2026-01-30,10:33:48,Recieved,MobileMoney,MobileMoney,You have received an advance of 958 XAF on 2026-01-30 10:33:48 from MMC. Transact ID:[PHONE_7134],SMS
anon_user0002,2026-02-02,02:43:25,Recieved,MobileMoney,MobileMoney,A transaction of 18213 XAF by [CONTACT_4B93] ([PHONE_9741]) on your mobile money account successfully completed at 2026-02-02 02:43:25. Your new balance:62898 XAF. Financial Transaction Id: [PHONE_2613]. External Transaction Id: 70462639674396437562.,SMS
anon_user0002,2026-02-02,10:49:21,Recieved,MobileMoney,MobileMoney,A transaction of 57327 XAF by [CONTACT_4B93] ([PHONE_9741]) on your mobile money account successfully completed at 2026-02-02 10:49:21. Your new balance:135116 XAF. Financial Transaction Id: [PHONE_2299]. External Transaction Id: 02242437872585538547.,SMS
anon_user0002,2026-02-02,15:41:01,Recieved,MobileMoney,MobileMoney,A transaction of 309651 XAF by [CONTACT_4B93] ([PHONE_9741]) on your mobile money account successfully completed at 2026-02-02 15:41:01. Your new balance:317164 XAF. Financial Transaction Id: [PHONE_1109]. External Transaction Id: 43964090946725241475.,SMS
anon_user0002,2026-02-03,05:30:04,Recieved,MobileMoney,MobileMoney,A transaction of 10000 XAF by MTNC BUNDLES_FORFAITS (MTN_Bundles) successfully completed at 2026-02-03 05:30:04. Your new balance:383519 XAF. Financial Transaction Id: [PHONE_2142].,SMS
anon_user0002,2026-02-03,06:47:13,Recieved,MobileMoney,MobileMoney,A transaction of 340497 XAF by [CONTACT_4B93] ([PHONE_9741]) on your mobile money account successfully completed at 2026-02-03 06:47:13. Your new balance:226392 XAF. Financial Transaction Id: [PHONE_2146]. External Transaction Id: 44441622676744559742.,SMS
anon_user0002,2026-02-03,15:35:55,Recieved,MobileMoney,MobileMoney,You have received 24289 XAF of ETS-[CONTACT_3B7B] ([PHONE_8125]) on your Mobile Money 2026-02-03 15:35:55 account. Your new balance is 350622 XAF. Transaction ID: [PHONE_1206].,SMS
anon_user0002,2026-02-05,00:44:30,Recieved,MobileMoney,MobileMoney,A transaction of 500 XAF by MTNC BUNDLES_FORFAITS (MTN_Bundles) successfully completed at 2026-02-05 00:44:30. Your new balance:36952 XAF. Financial Transaction Id: [PHONE_8917].,SMS
anon_user0002,2026-02-07,00:06:35,Recieved,MobileMoney,MobileMoney,A transaction of 5000 XAF by MTNC BUNDLES_FORFAITS (MTN_Bundles) successfully completed at 2026-02-07 00:06:35. Your new balance:161592 XAF. Financial Transaction Id: [PHONE_9967].,SMS
anon_user0002,2026-02-09,03:24:58,Recieved,MobileMoney,MobileMoney,A transaction of 187673 XAF by [CONTACT_4B93] ([PHONE_9741]) on your mobile money account successfully completed at 2026-02-09 03:24:58. Your new balance:347847 XAF. Financial Transaction Id: [PHONE_7400]. External Transaction Id: 20466480631161099111.,SMS
anon_user0002,2026-02-10,04:47:26,Recieved,MobileMoney,MobileMoney,You have received an advance of 421 XAF on 2026-02-10 04:47:26 from MMC. Transact ID:[PHONE_1322],SMS
